"","Phecode","No. Cases with P","No. Controls with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"36","079.1",1,0,218630744.09131,0.998963743577254,0,Inf,"Varicella infection"
"37","079.2",0,0,NA,NA,NA,NA,"Infectious mononucleosis"
"38","079.9",0,0,NA,NA,NA,NA,"Viremia, NOS"
"39","080",70,8,9.0080925224155,3.89462717023962e-09,4.33403961760715,18.7228862797519,"Postoperative infection"
"40","081",127,11,11.8393361227833,3.75699466573054e-15,6.39407683573163,21.921832256525,"Infection/inflammation of internal prosthetic device, implant or graft"
"41","081.1",0,0,NA,NA,NA,NA,"Graft-versus-host disease"
"42","081.11",0,0,NA,NA,NA,NA,"Acute graft-versus-host disease"
"43","081.12",0,0,NA,NA,NA,NA,"Chronic graft-versus-host disease"
"44","090",15,2,7.97475243301497,0.00584864457517701,1.82173096505112,34.9100265560307,"Sexually transmitted infections"
"45","090.2",0,0,NA,NA,NA,NA,"Gonococcal infections"
"46","090.3",0,0,NA,NA,NA,NA,"Venereal diseases due to Chlamydia trachomatis"
"47","1000",10,0,235989445.631845,0.996716193119129,0,Inf,"Burns"
"48","1001",41,9,4.96747912456049,1.36889844882668e-05,2.4120890814986,10.2300736080665,"Foreign body injury"
"49","1002",437,101,4.69109174604354,2.07089569238964e-44,3.77712594062153,5.82621340028092,"Symptoms concerning nutrition, metabolism, and development"
"50","1003",0,0,NA,NA,NA,NA,"Sudden death"
"51","1004",12,3,4.04661015119377,0.0303511490590235,1.14186733424971,14.3405921376182,"Symptoms involving emotional state"
"52","1005",323,29,11.8054542959069,4.06153395994531e-37,8.07257477215003,17.2644732401317,"Other symptoms"
"53","1006",1,1,0.998677664696378,0.999253458683016,0.0624661079364743,15.9663713797838,"Crushing injury"
"54","1007",5,0,221459895.512343,0.997681679021164,0,Inf,"Injury to blood vessels"
"55","1008",49,2,25.3073740519156,7.51366485365942e-06,6.1538214896464,104.075684106393,"Internal injury to organs"
"56","1009",1506,167,10.7610187424388,4.22443838434526e-186,9.16942103944039,12.6288806978141,"Injury, NOS"
"57","1010",2311,2572,0.944382251407649,0.045934794339734,0.892779519928044,0.998967625114947,"Other tests"
"58","1010.1",0,0,NA,NA,NA,NA,"nan"
"59","1011",63,20,3.33589717185781,2.7384402473915e-06,2.01622200278022,5.5193376155324,"Complications of medical procedures NOS"
"60","1012",1,1,1.0155064655329,0.991319045861905,0.0635121719819554,16.2370983286812,"Late effect"
"61","1013",757,215,3.70248404624378,2.90617558079776e-64,3.18172733144478,4.30847356943844,"Asphyxia and hypoxemia"
"62","1014",1,2,0.498983961009894,0.57029776459448,0.0452461441414841,5.50289970713416,"Effects of heat, cold & air pressure"
"63","1015",815,80,11.3837602971534,1.57347564813839e-95,9.04597451395772,14.3257089994109,"Effects of other external causes"
"64","1019",1692,1937,0.891349598200248,0.000548674228876785,0.835060013312739,0.951433541955736,"Other causes of morbidity & mortality"
"65","110",0,0,NA,NA,NA,NA,"Dermatophytosis / Dermatomycosis"
"66","110.1",1,0,241672887.573464,0.998960434415815,0,Inf,"Dermatophytosis"
"67","110.11",3051,1312,2.56268373254362,3.41302355728211e-178,2.4018824714263,2.73425031872765,"Dermatophytosis of nail"
"68","110.12",31,50,0.643172452943999,0.0536961057245999,0.410777307175283,1.00704395544782,"Althete's foot"
"69","110.13",14,7,2.23275776382643,0.0833761590434767,0.899403408519594,5.54279335024178,"Dermatophytosis of the body"
"70","110.2",6,3,2.10962122431285,0.291270500896428,0.527345497465774,8.43944194358099,"Dermatomycoses"
"71","1100",1,2,0.58100436979118,0.658076128254474,0.0524598742266586,6.43474813260044,"x"
"72","112",99,10,10.3907476646223,1.75331111472822e-12,5.42153991317666,19.9145701698968,"Candidiasis"
"73","112.3",8,1,8.84706760422662,0.040087755442486,1.1036650965462,70.9188008560707,"Candidiasis of skin and nails"
"74","117",10,0,218247002.380621,0.996723383554238,0,Inf,"Mycoses"
"75","117.1",1,0,217562526.577867,0.998964102879039,0,Inf,"Histoplasmosis"
"76","117.2",2,0,219813475.139836,0.998534109736192,0,Inf,"Coccidioidomycosis"
"77","117.3",1,0,217400415.091302,0.998964061411112,0,Inf,"Blastomycotic infection"
"78","117.4",9,1,9.04341578195032,0.0367060545676814,1.14572377926171,71.3814014211418,"Aspergillosis"
"79","130",1,0,217404195.079148,0.99896405653007,0,Inf,"Spirochetal infection"
"80","130.1",16,4,4.17055989053569,0.0107053629054198,1.39286943248527,12.4875809568956,"Lyme disease"
"81","131",0,1,4.5465452196695e-09,0.998963490033662,0,Inf,"Protozoan infection"
"82","132",1,0,354973703.098623,0.998978098673742,0,Inf,"Infestation"
"83","132.1",0,0,NA,NA,NA,NA,"Pediculosis & phthirus infestation"
"84","133",4,0,222912311.098242,0.997925686291318,0,Inf,"Arthropod-borne diseases"
"85","134",0,0,NA,NA,NA,NA,"Helminthiases"
"86","134.1",0,0,NA,NA,NA,NA,"Intestinal helminthiases"
"87","136",19,0,257712228.308791,0.995470796596288,0,Inf,"Other infectious diseases"
"88","145",11,1,10.9970041728368,0.0217017482942894,1.41978592261537,85.1777009836937,"Cancer of mouth"
"89","145.1",0,1,4.73956263222098e-09,0.998965978730106,0,Inf,"Cancer of lip"
"90","145.2",13,6,2.20743628479375,0.108669976318546,0.838949460482746,5.80818652487139,"Cancer of tongue"
"91","145.3",7,5,1.41666712114297,0.55199523940946,0.44956530947738,4.46419171990959,"Cancer of major salivary glands"
"92","145.4",2,0,218588804.937732,0.998534489515073,0,Inf,"Cancer of the gums"
"93","145.5",1,0,218630744.323713,0.99896374332543,0,Inf,"Cancer of the mouth floor"
"94","149",3,1,3.0581470935681,0.333041008815163,0.318075608520174,29.4026432564566,"Cancer of the upper aerodigestive tract"
"95","149.1",7,3,2.32977732199076,0.220333966049123,0.602461501814503,9.00947588138783,"Cancer of oropharynx"
"96","149.2",1,1,0.998768838403792,0.999304963605708,0.0624718271920837,15.9678248164457,"Cancer of nasopharynx"
"97","149.3",4,0,218330158.904881,0.997927832921064,0,Inf,"Cancer of hypopharynx"
"98","149.4",39,16,2.50058153324294,0.00203120620040863,1.39704081783138,4.47582341516834,"Cancer of larynx"
"99","149.5",5,5,1.03793819569547,0.953056959303037,0.300439858572468,3.58579485159662,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",5,2,2.50515651062932,0.272366366363827,0.486028669547334,12.9124258216979,"Cancer of of nasal cavities"
"101","150",39,13,3.03311112612134,0.000531300086448531,1.61907674167618,5.68210441580231,"Esophageal cancer"
"102","151",31,20,1.58483069698703,0.108514492480532,0.903144438713388,2.7810483356245,"Stomach cancer"
"103","153",3,0,217822406.724759,0.99820545512655,0,Inf,"Colorectal cancer"
"104","153.2",311,180,1.77553300578196,8.89032129680159e-10,1.47769944062006,2.13339557961684,"Colon cancer"
"105","153.3",69,39,1.79655698986638,0.00345498051183374,1.21308745424473,2.66066309279183,"Cancer of the lower GI tract"
"106","155",19,2,9.57852061846704,0.00237048108488709,2.23103500522622,41.1235399818817,"Hepatic cancer"
"107","155.1",31,4,7.84406025280196,0.000105860230751948,2.76878429983323,22.2224899401855,"Hepatic cancer, primary"
"108","157",44,17,2.62123917619474,0.000744756825500864,1.49723739474383,4.58904836530193,"Pancreatic cancer"
"109","158",19,4,4.92629293870437,0.00376285286668806,1.67516879058419,14.4871145250177,"Neoplasm of unspecified nature of digestive system"
"110","159",8,7,1.157451783383,0.777562598953736,0.419681151818334,3.1921724982217,"Cancer of the digestive organs and peritoneum"
"111","159.2",3,3,1.02807132955803,0.972955849662327,0.20744999031537,5.09486964570328,"Malignant neoplasm of small intestine"
"112","159.3",9,0,220935028.586629,0.99688987114185,0,Inf,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",8,2,4.02131390363957,0.0783694205164293,0.853927047167462,18.9371745106858,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",4,0,229126063.400394,0.997923897436988,0,Inf,"Cancer of intrathoracic organs"
"115","165",4,3,1.34166044594833,0.700379148796111,0.300271817464196,5.99474425346927,"Cancer within the respiratory system"
"116","165.1",374,133,2.84838903875994,3.49476875827116e-25,2.33698359553356,3.4717060623078,"Lung cancer"
"117","170",0,0,NA,NA,NA,NA,"Cancer of bone & connective tissue"
"118","170.1",19,1,19.5776584546447,0.00374842144362443,2.61999620878037,146.292085951202,"Bone cancer"
"119","170.2",34,12,2.91247650254852,0.00145950493551055,1.50783498283256,5.62562845037746,"Cancer of connective tissue"
"120","172",0,0,NA,NA,NA,NA,"Skin cancer"
"121","172.1",55,113,0.508425905995202,3.90730246036165e-05,0.368326533644783,0.701814499566675,"Melanoma"
"122","172.11",66,51,1.33340218166277,0.122869383628337,0.925157023271435,1.92179417476182,"Melanomas of skin"
"123","172.2",412,791,0.539340511479291,3.02603023445342e-24,0.478774448903245,0.607568319464618,"Non-melanoma skin cancer"
"124","172.21",73,129,0.602003915202536,0.00053374475996116,0.451717133785046,0.802291272156256,"Basal cell carcinoma (new)"
"125","172.22",88,107,0.8711380571001,0.338093424116079,0.656906692191807,1.15523486599913,"Squamous cell carcinoma"
"126","172.3",43,73,0.633921996537823,0.0178264558007051,0.434776998969693,0.924283250141555,"Carcinoma in situ of skin"
"127","173",205,425,0.50957756784855,2.279895732938e-15,0.431320471028313,0.602033325789906,"Skin neoplasm of uncertain behavior"
"128","174",0,0,NA,NA,NA,NA,"Breast cancer"
"129","174.1",16,28,0.59749372925098,0.100693745355275,0.323052824844927,1.10507857860587,"Breast cancer, including in situ"
"130","174.11",620,583,1.09244839574958,0.12543875754783,0.975626481011183,1.2232586144432,"Breast cancer"
"131","174.2",3,3,1.01390575849128,0.98650622843389,0.204623693612455,5.02388002558857,"Breast cancer [male]"
"132","174.3",5,3,1.69331225944208,0.47080056007521,0.404661334469569,7.08569404520774,"Neoplasm of uncertain behavior of breast"
"133","175",27,36,0.791054418797821,0.357447717580409,0.480177748184034,1.30319885889366,"Acquired absence of breast"
"134","180",0,0,NA,NA,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",6,5,1.23421792024774,0.72828139916275,0.376526250753432,4.04565119062095,"Cervical cancer"
"136","180.3",2,0,234369840.925358,0.998530651771902,0,Inf,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",51,46,1.13295620297839,0.539357888129268,0.760496651392275,1.68783091354483,"Uterine cancer"
"138","184",0,0,NA,NA,NA,NA,"Cancer of other female genital organs"
"139","184.1",4,0,218848588.585052,0.997927532692932,0,Inf,"Ovarian cancer"
"140","184.11",49,34,1.46969849834776,0.0846072638295212,0.948796139515588,2.27658354211736,"Malignant neoplasm of ovary"
"141","184.2",9,5,1.8840659547331,0.256676016506077,0.630592154901588,5.62916061386511,"Cancer of other female genital organs"
"142","185",749,753,1.02053662510014,0.693716862581045,0.92233775503409,1.12919047007059,"Prostate cancer"
"143","187",0,0,NA,NA,NA,NA,"Cancer of other male genital organs"
"144","187.1",3,2,1.50485681048246,0.654372513601138,0.251443831157375,9.00636141929478,"Malignant neoplasm of male genital organ"
"145","187.2",7,1,7.11706144584033,0.0664204969351779,0.875474295877909,57.8572824609013,"Malignant neoplasm of testis"
"146","187.8",6,7,0.89210331440241,0.837419798936395,0.299774576959812,2.65482260583578,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,0,NA,NA,NA,NA,"Cancer of kidney and urinary organs"
"148","189.1",23,7,3.41579476053885,0.00443868090497793,1.46549366409493,7.96158600476134,"Cancer of kidney and renal pelvis"
"149","189.11",80,46,1.77734617323545,0.00188585325986197,1.23663907825884,2.55447161184849,"Renal cell carcinoma"
"150","189.12",15,5,3.0673907684707,0.0299953886321001,1.11466768710699,8.4409786300697,"Malignant neoplasm of renal pelvis"
"151","189.2",27,21,1.34780415884342,0.305344716544538,0.761673934254757,2.38497862260838,"Bladder cancer and neoplasms"
"152","189.21",239,216,1.12914171740485,0.195837793080183,0.93933804894118,1.35729732168425,"Bladder cancer"
"153","189.4",6,5,1.25413137940324,0.708757508816164,0.382223115979832,4.11499318342342,"Malignant neoplasm of kidney and other urinary organs"
"154","190",6,14,0.437056958438528,0.0898649682696539,0.167941015149489,1.13741592397489,"Cancer of eye"
"155","191",59,4,14.8978789918642,1.71349729263404e-07,5.4115714604274,41.013372932287,"Malignant neoplasm of brain and nervous system"
"156","191.1",8,2,4.02776531869009,0.078025515235116,0.855300852645306,18.9674702325713,"Cancer of brain and nervous system"
"157","191.11",131,4,33.0803649458354,5.45003533347267e-12,12.2324841331784,89.4593880552464,"Brain cancer"
"158","193",30,37,0.831117980719232,0.451643708164401,0.513411014586731,1.34542711053996,"Thyroid cancer"
"159","194",1,1,0.995659298366769,0.997545695065397,0.062277301087747,15.9181181764354,"Cancer of other endocrine glands"
"160","195",62,13,4.86318584566743,2.16414937391959e-07,2.6745024802139,8.84298173004818,"Cancer, suspected or other"
"161","195.1",88,26,3.45295181571804,2.84215484505088e-08,2.22926078797834,5.34835417460647,"Malignant neoplasm, other"
"162","195.3",0,0,NA,NA,NA,NA,"Malignant neoplasm of head, face, and neck"
"163","196",42,23,1.86482823527139,0.0163106438040216,1.12148903230135,3.10086344752675,"Radiotherapy"
"164","197",228,118,1.95933329089018,3.02546611745035e-09,1.56879092844431,2.44709914825776,"Chemotherapy"
"165","198",83,18,4.70611394451682,2.58076162031373e-09,2.82693911515492,7.83444834027207,"Secondary malignant neoplasm"
"166","198.1",69,28,2.50880364074674,4.05654656591062e-05,1.61697266600587,3.89251830915072,"Secondary malignancy of lymph nodes"
"167","198.2",80,22,3.68583580672834,6.01423500144034e-08,2.29935277926449,5.90835200090801,"Secondary malignancy of lung"
"168","198.3",23,10,2.32885170985094,0.0256412196295914,1.10838299823165,4.89320956305584,"Secondary malignant neoplasm of digestive systems"
"169","198.4",80,16,5.04382739531055,3.45502080872514e-09,2.94873698096443,8.62748863595309,"Secondary malignant neoplasm of liver"
"170","198.5",110,7,15.8076998291967,1.42452235428801e-12,7.36311726644788,33.9371715602914,"Secondary malignancy of brain/spine"
"171","198.6",178,65,2.76696423859172,2.18840260888095e-12,2.08272128009756,3.67600368364548,"Secondary malignancy of bone"
"172","198.7",8,0,224195611.639076,0.99706613780641,0,Inf,"Secondary malignant neoplasm of skin"
"173","199",98,65,1.58294864520931,0.00412638612578178,1.15656221881286,2.16652971419209,"Neoplasm of uncertain behavior"
"174","199.4",3,0,217918710.153722,0.99820540034075,0,Inf,"Neurofibromatosis"
"175","200",146,102,1.4504577170966,0.00396339741778303,1.12624887440574,1.86799528673906,"Myeloproliferative disease"
"176","200.1",32,16,2.02066627843626,0.0216101862817498,1.10877117544056,3.68253820017198,"Polycythemia vera"
"177","201",7,8,0.912164509859791,0.859081382654593,0.330603534159204,2.51674288710742,"Hodgkin's disease"
"178","202",12,8,1.56186019907958,0.328916173726425,0.638112076407116,3.82285083085087,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",214,124,1.74892598912188,7.32462952192443e-07,1.40182907015006,2.18196510584455,"Non-Hodgkins lymphoma"
"180","202.21",31,14,2.24393886471599,0.0120788607083066,1.19371721433583,4.21813606113107,"Nodular lymphoma"
"181","202.22",12,6,2.07502643979912,0.144689704786725,0.778062077282696,5.53392184451755,"Reticulosarcoma"
"182","202.23",6,1,6.09682391182557,0.0942109446935344,0.733937075904072,50.646387861003,"Lymphosarcoma"
"183","202.24",16,4,4.00925442743023,0.0129937328085312,1.34033624974713,11.9926033985139,"Large cell lymphoma"
"184","204",31,14,2.28749094646627,0.0102098376076379,1.21662120284725,4.30094002793909,"Leukemia"
"185","204.1",9,5,1.93755701098898,0.237042895487359,0.647293621782846,5.7997283527876,"Lymphoid leukemia"
"186","204.11",11,0,221614748.105686,0.996561188686355,0,Inf,"Lymphoid leukemia, acute"
"187","204.12",96,95,1.0255406008065,0.861670649858575,0.772242349540063,1.36192158398067,"Chronic lymphoid leukemia"
"188","204.2",7,0,219822704.709588,0.997257561311731,0,Inf,"Myeloid leukemia"
"189","204.21",30,5,6.03804062903681,0.000197547482583745,2.34260702735589,15.5629750155105,"Myeloid leukemia, acute"
"190","204.22",19,14,1.36723272281357,0.374550844940818,0.685502741803136,2.72694068796162,"Myeloid leukemia, chronic"
"191","204.3",1,1,1.00733102319485,0.995879084579322,0.0630045862031629,16.1054274210889,"Monocytic leukemia"
"192","204.4",109,42,2.60445098535271,1.36005891482159e-07,1.82441583536649,3.71799279726274,"Multiple myeloma"
"193","208",165,235,0.790360992319193,0.0207647806731045,0.647466555295063,0.964791915615016,"Benign neoplasm of colon"
"194","209",8,2,3.99088160270605,0.0800059693979418,0.847490050452271,18.7933014178963,"Neuroendocrine tumors"
"195","210",4,0,231340054.931003,0.997923012495711,0,Inf,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",19,17,1.19607823821847,0.592091993149481,0.621323228911114,2.30251032855629,"Benign neoplasm of other parts of digestive system"
"197","212",4,1,4.13585092740654,0.204189683555402,0.462181376535342,37.0098488648678,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",2,2,1.15822430905772,0.8840420027563,0.160885337830619,8.33813427737303,"Benign neoplasm of bone and articular cartilage"
"199","214",4,2,2.03485006955571,0.412067490373286,0.372659886342328,11.1109753352076,"Lipoma"
"200","214.1",0,4,4.73250034937625e-09,0.997931971877686,0,Inf,"Lipoma of skin & subcutaneous tissue"
"201","215",2,3,0.694885464157379,0.690198935251674,0.116025266066584,4.16172980823081,"Other benign neoplasm of connective and other soft tissue"
"202","216",179,415,0.456993936640101,2.09187745872494e-18,0.383487433962292,0.544590095086016,"Benign neoplasm of skin"
"203","216.1",98,174,0.583377796100188,1.98554278333287e-05,0.455439994378529,0.747254648654891,"Screening for malignant neoplasms of the skin"
"204","217",0,1,4.56322839614443e-09,0.998963711235852,0,Inf,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",3,9,0.351547882374957,0.116928664227194,0.0951484700994895,1.29887441672044,"Nevus, non-neoplastic"
"206","218",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"207","218.1",6,8,0.818328535159182,0.710776651077345,0.283595818295369,2.36132392741529,"Uterine leiomyoma"
"208","218.2",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"209","220",0,0,NA,NA,NA,NA,"Benign neoplasm of ovary"
"210","221",0,1,4.56232293628782e-09,0.998963722792485,0,Inf,"Benign female genital neoplasms"
"211","222",4,2,2.08345090227346,0.396724942159046,0.381538642822322,11.37700661216,"Benign neoplasm of male genital organs"
"212","223",1,4,0.272206366102314,0.244958151937398,0.0303593218642337,2.44064429627197,"Benign neoplasm of urinary organs"
"213","224",0,1,4.69988352654035e-09,0.998965460832343,0,Inf,"Benign neoplasm of eye"
"214","224.1",35,69,0.53641057238093,0.00269743532139574,0.35709836284117,0.805762031146629,"Benign neoplasm of eye, uveal"
"215","225",78,20,3.97630219316924,3.65651138756276e-08,2.43282037142203,6.49903269354846,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",12,1,12.3208111145597,0.01583851442759,1.60185882765856,94.7663950777403,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,0,NA,NA,NA,NA,"Benign neoplasm of spinal cord, meninges"
"218","226",4,4,1.00291427290063,0.996716462169824,0.250818527537148,4.01021825885181,"Benign neoplasm of thyroid glands"
"219","227",19,11,1.80112834569057,0.120504606597386,0.856966113839841,3.78552111368122,"Benign neoplasm of other endocrine glands"
"220","227.1",1,1,1.04676170336097,0.974228644040762,0.0654148751187327,16.7501667110787,"Benign neoplasm of adrenal gland"
"221","227.2",0,0,NA,NA,NA,NA,"Benign neoplasm of parathyroid gland"
"222","227.3",3,2,1.5176213639419,0.647710279165528,0.253573507298303,9.08286764193951,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",8,8,1.06575622231395,0.898685335219105,0.399852789108005,2.84063624499091,"Hemangioma and lymphangioma, any site"
"224","228.1",20,42,0.502840346815185,0.0114499800930551,0.295126623538611,0.856745526220324,"Hemangioma of skin & subcutaneous tissue"
"225","229",2,2,0.999951077678911,0.999960964864371,0.140855302193949,7.09878962436509,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,NA,NA,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",0,1,4.56044221463281e-09,0.998963617215497,0,Inf,"Kaposi's sarcoma"
"228","240",18,24,0.76947294267408,0.40073019700413,0.417589751083057,1.41787150659678,"Simple goiter"
"229","241",4,8,0.51638449379043,0.280577402117674,0.155457149669171,1.7152826099968,"Nontoxic nodular goiter"
"230","241.1",39,62,0.658163634487145,0.0407537462305268,0.440868679598466,0.982558729633186,"Nontoxic uninodular goiter"
"231","241.2",63,83,0.787438995078803,0.152797096371942,0.567470955017912,1.09267296499984,"Nontoxic multinodular goiter"
"232","242",75,49,1.58278369894088,0.0124783531080976,1.1040094526765,2.26918730773498,"Thyrotoxicosis"
"233","242.1",24,17,1.44310023328495,0.247295991746262,0.775235972600401,2.68632823670647,"Graves' disease"
"234","242.2",6,4,1.52546757998111,0.512999497268641,0.430438861233359,5.40622965804159,"Toxic multinodular goiter"
"235","242.3",2,1,2.07026363082424,0.552423856719596,0.187714649615909,22.8324827597809,"Exophthalmos"
"236","244",3604,1753,2.25796988713755,5.32779813690576e-172,2.13265589726639,2.39064727589437,"Hypothyroidism"
"237","244.1",56,64,0.904462620614661,0.583248053654555,0.631832763452419,1.2947296807136,"Iatrogenic hypothyroidism"
"238","244.2",122,87,1.46778944732575,0.00628927059385881,1.11457913641547,1.93293216362321,"Acquired hypothyroidism"
"239","244.3",4,2,2.10986461377851,0.389050443569911,0.385850938855064,11.5369129376328,"Iodine hypothyroidism"
"240","244.4",312,175,1.81881329118285,2.40198413797712e-10,1.51143593408733,2.1887012962815,"Hypothyroidism NOS"
"241","244.5",5,1,5.11102054162974,0.136443812710615,0.597043305168135,43.7531595293656,"Congenital hypothyroidism"
"242","245",4,5,0.807759010924441,0.750304661732591,0.216894479228551,3.00825831090929,"Thyroiditis"
"243","245.1",2,0,217822505.447186,0.998534759074616,0,Inf,"Thyroiditis, acute and subacute"
"244","245.2",17,15,1.1767149210707,0.646063108250848,0.587565492980836,2.35660198226716,"Chronic lymphocytic thyroiditis"
"245","245.21",1,2,0.500283740825594,0.57174237257342,0.0453636858968356,5.51727260222276,"Chronic lymphocytic thyroiditis"
"246","246",45,24,2.02739179227747,0.00523608392614847,1.23446950371451,3.32962253585541,"Other disorders of thyroid"
"247","246.2",1,0,217454038.581877,0.998964062528879,0,Inf,"Thyroid cyst"
"248","246.7",7,9,0.794122824167988,0.647413150987113,0.295710451056359,2.13259645579571,"Abnormal thyroid function"
"249","249",38,11,3.62345036975956,0.000172458335027826,1.85089418166683,7.09354036127931,"Secondary diabetes mellitus"
"250","250",4,1,4.07104020656162,0.20927981160703,0.454914145542375,36.4318597824245,"Diabetes mellitus"
"251","250.1",522,170,3.18062118785581,3.35448536772581e-39,2.6749780330035,3.78184456687988,"Type 1 diabetes"
"252","250.11",101,30,3.45780165257483,2.44753123232556e-09,2.30017145264986,5.19804393484457,"Type 1 diabetic ketoacidosis"
"253","250.12",32,7,4.65745628511117,0.000227124805842958,2.0556361280159,10.5524021260799,"Type 1 diabetes nephropathy"
"254","250.13",28,7,4.11005451426852,0.000824712872441043,1.79515670500696,9.4100688052153,"Type 1 diabetic retinopathy"
"255","250.14",70,37,1.93075038674703,0.00121098827646345,1.29623552580168,2.87586397820586,"Type 1 diabetic neuropathy"
"256","250.15",56,25,2.29411045224573,0.000558300791547152,1.43157072785919,3.67634142322363,"Type 1 diabetic peripheral circulatory disorders"
"257","250.2",6883,3505,2.29567944994867,2.2250738585072e-308,2.20412618942297,2.39103557782067,"Type 2 diabetes"
"258","250.21",1433,458,3.28625766428811,8.76586587817354e-109,2.95799168144228,3.65095328152737,"Type 2 diabetic ketoacidosis"
"259","250.22",526,220,2.49710650955327,4.70786518036118e-30,2.13326616521649,2.92300183714794,"Type 2 diabetic nephropathy"
