"","Phecode","No. Cases with P","No. Controls with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"67","110.11",115,27,4.38924191694173,4.67098348759471e-12,2.88615024167841,6.67513573175413,"Dermatophytosis of nail"
"68","110.12",8,5,1.74087768423308,0.3313069408495,0.568879010926038,5.32741594126901,"Althete's foot"
"69","110.13",0,0,NA,NA,NA,NA,"Dermatophytosis of the body"
"70","110.2",0,0,NA,NA,NA,NA,"Dermatomycoses"
"71","1100",0,0,NA,NA,NA,NA,"x"
"72","112",46,6,7.97745660466606,1.7250779762812e-06,3.40657651298624,18.6814573624659,"Candidiasis"
"73","112.3",3,0,242153369.129273,0.99820016604106,0,Inf,"Candidiasis of skin and nails"
"74","117",8,0,218251333.410609,0.997069444312958,0,Inf,"Mycoses"
"75","117.1",1,0,220009097.67954,0.998963476667486,0,Inf,"Histoplasmosis"
"76","117.2",1,0,222485915.523807,0.99896287439757,0,Inf,"Coccidioidomycosis"
"77","117.3",0,0,NA,NA,NA,NA,"Blastomycotic infection"
"78","117.4",3,0,220018576.335397,0.998204680422845,0,Inf,"Aspergillosis"
"79","130",1,0,217929269.336243,0.998963950110175,0,Inf,"Spirochetal infection"
"80","130.1",33,4,8.33728416850356,6.18926586838811e-05,2.95357390956138,23.5343043495067,"Lyme disease"
"81","131",0,0,NA,NA,NA,NA,"Protozoan infection"
"82","132",1,0,219100070.893551,0.998963645389601,0,Inf,"Infestation"
"83","132.1",0,0,NA,NA,NA,NA,"Pediculosis & phthirus infestation"
"84","133",2,0,224927261.639563,0.998532653369797,0,Inf,"Arthropod-borne diseases"
"85","134",0,0,NA,NA,NA,NA,"Helminthiases"
"86","134.1",0,0,NA,NA,NA,NA,"Intestinal helminthiases"
"87","136",14,1,14.6276978011497,0.00955505953754914,1.92290345717166,111.274199525586,"Other infectious diseases"
"88","145",2,2,1.01498739076405,0.988131953646015,0.142951110326559,7.20665548561757,"Cancer of mouth"
"89","145.1",0,0,NA,NA,NA,NA,"Cancer of lip"
"90","145.2",9,2,4.50636439949116,0.0541261309508104,0.973665833656706,20.856560227378,"Cancer of tongue"
"91","145.3",1,1,0.998473875930748,0.999138319432254,0.0624533284072641,15.963121683683,"Cancer of major salivary glands"
"92","145.4",0,0,NA,NA,NA,NA,"Cancer of the gums"
"93","145.5",0,0,NA,NA,NA,NA,"Cancer of the mouth floor"
"94","149",2,0,221616339.019877,0.998533607995381,0,Inf,"Cancer of the upper aerodigestive tract"
"95","149.1",4,2,2.01198775826318,0.419510831011844,0.368515823582567,10.9848600259465,"Cancer of oropharynx"
"96","149.2",2,1,1.99920307895187,0.571647455444345,0.181280940232863,22.0476181652444,"Cancer of nasopharynx"
"97","149.3",1,0,218269677.896149,0.998963897318053,0,Inf,"Cancer of hypopharynx"
"98","149.4",14,3,4.72894150786654,0.0146146587272669,1.35877537059312,16.4581197663757,"Cancer of larynx"
"99","149.5",3,0,221106728.286538,0.998204220419475,0,Inf,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",0,1,4.57421186308376e-09,0.998963816997743,0,Inf,"Cancer of of nasal cavities"
"101","150",6,3,2.00497299427632,0.325233903857521,0.501431287756329,8.01688447835914,"Esophageal cancer"
"102","151",3,1,3.01274755582707,0.339532223577214,0.313380008389894,28.9637104861175,"Stomach cancer"
"103","153",0,0,NA,NA,NA,NA,"Colorectal cancer"
"104","153.2",30,19,1.59020612000311,0.113650367659835,0.895095033130311,2.82512516604166,"Colon cancer"
"105","153.3",20,9,2.22506777600272,0.0463100320126678,1.0131681786176,4.8865792592903,"Cancer of the lower GI tract"
"106","155",3,1,2.99876181749273,0.341569792016081,0.311931016114162,28.8287216515883,"Hepatic cancer"
"107","155.1",11,2,5.50423814228777,0.0265081964816181,1.22003588974902,24.8325789278609,"Hepatic cancer, primary"
"108","157",11,1,10.993496162016,0.0217191654433962,1.41933462334901,85.150433080461,"Pancreatic cancer"
"109","158",2,0,218514587.764513,0.998534586179066,0,Inf,"Neoplasm of unspecified nature of digestive system"
"110","159",2,1,2.08175598586951,0.549412987729404,0.188747718627674,22.9603198184994,"Cancer of the digestive organs and peritoneum"
"111","159.2",1,1,0.99890233843266,0.999380370834321,0.0624801427959568,15.9699680102333,"Malignant neoplasm of small intestine"
"112","159.3",1,1,0.998514942562846,0.999161523701574,0.0624558997572028,15.9637775517964,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",4,0,219437489.903343,0.997927225513382,0,Inf,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",4,0,218446164.841581,0.997927681466808,0,Inf,"Cancer of intrathoracic organs"
"115","165",0,0,NA,NA,NA,NA,"Cancer within the respiratory system"
"116","165.1",79,7,11.3237712819852,7.54996771642544e-10,5.227758965837,24.5282532887745,"Lung cancer"
"117","170",0,0,NA,NA,NA,NA,"Cancer of bone & connective tissue"
"118","170.1",3,0,219080625.954659,0.998205026849362,0,Inf,"Bone cancer"
"119","170.2",9,2,4.50650327109382,0.0541209373055211,0.973697513572485,20.8571670865908,"Cancer of connective tissue"
"120","172",0,0,NA,NA,NA,NA,"Skin cancer"
"121","172.1",17,15,1.15570427782542,0.682925265543915,0.577154835579702,2.31420113883724,"Melanoma"
"122","172.11",17,4,4.26795274626279,0.00902119439291825,1.43610591147961,12.6838978230824,"Melanomas of skin"
"123","172.2",36,48,0.769500394322219,0.234773567823178,0.49945923995842,1.18554390326495,"Non-melanoma skin cancer"
"124","172.21",5,12,0.440560364602196,0.123683262328518,0.155160583043792,1.25091973135754,"Basal cell carcinoma (new)"
"125","172.22",3,2,1.50388941383051,0.65487655113494,0.251288447043204,9.00034759115934,"Squamous cell carcinoma"
"126","172.3",2,3,0.747778338488476,0.750366105512328,0.124786220143021,4.4810432022999,"Carcinoma in situ of skin"
"127","173",29,70,0.435938488422405,0.000171079789902645,0.282737790722668,0.672150564670785,"Skin neoplasm of uncertain behavior"
"128","174",0,0,NA,NA,NA,NA,"Breast cancer"
"129","174.1",9,13,0.710004076292965,0.429723373075605,0.303450174942592,1.66124731497682,"Breast cancer, including in situ"
"130","174.11",170,117,1.46597093811855,0.00145098682573843,1.15844161551324,1.8551394931164,"Breast cancer"
"131","174.2",0,0,NA,NA,NA,NA,"Breast cancer [male]"
"132","174.3",1,4,0.259221444314339,0.227270713457721,0.0289669144239617,2.31974162691028,"Neoplasm of uncertain behavior of breast"
"133","175",24,16,1.53899248125127,0.181696444147034,0.817449046853258,2.89742567621235,"Acquired absence of breast"
"134","180",0,0,NA,NA,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",12,6,2.04418290575068,0.152821286076327,0.767029307585769,5.44788016681622,"Cervical cancer"
"136","180.3",4,10,0.429702285558462,0.153624112920183,0.134671147105661,1.37107359803876,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",11,10,1.11146543839717,0.808906195822704,0.471990686582562,2.61733007847246,"Uterine cancer"
"138","184",0,0,NA,NA,NA,NA,"Cancer of other female genital organs"
"139","184.1",3,2,1.52272367738631,0.645074344513511,0.254419739111531,9.11363012072123,"Ovarian cancer"
"140","184.11",14,10,1.40227589068345,0.414171704875441,0.62287341067528,3.15694592174073,"Malignant neoplasm of ovary"
"141","184.2",3,2,1.50154415572828,0.656109289910753,0.250899536728018,8.98620571805134,"Cancer of other female genital organs"
"142","185",25,25,1.01078625328254,0.969745221544018,0.580608382325066,1.75968670265069,"Prostate cancer"
"143","187",0,0,NA,NA,NA,NA,"Cancer of other male genital organs"
"144","187.1",0,0,NA,NA,NA,NA,"Malignant neoplasm of male genital organ"
"145","187.2",12,4,3.0339986268226,0.0545623570139536,0.978514566995356,9.40726686964599,"Malignant neoplasm of testis"
"146","187.8",1,1,1.00851181138244,0.995218122202788,0.0630795542491781,16.124021258618,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,0,NA,NA,NA,NA,"Cancer of kidney and urinary organs"
"148","189.1",7,0,219612727.983742,0.997257904422169,0,Inf,"Cancer of kidney and renal pelvis"
"149","189.11",16,8,2.00782048060401,0.107452132743847,0.859290694496628,4.69147764330729,"Renal cell carcinoma"
"150","189.12",0,1,4.57887830266878e-09,0.998963795768369,0,Inf,"Malignant neoplasm of renal pelvis"
"151","189.2",0,0,NA,NA,NA,NA,"Bladder cancer and neoplasms"
"152","189.21",17,7,2.45631915472686,0.0453959397065503,1.018585692499,5.92341305626969,"Bladder cancer"
"153","189.4",2,0,218484645.780709,0.998534636146241,0,Inf,"Malignant neoplasm of kidney and other urinary organs"
"154","190",2,0,218637428.419956,0.998534584015464,0,Inf,"Cancer of eye"
"155","191",39,3,13.2568824445119,1.60982173966417e-05,4.09619016745785,42.9044856227164,"Malignant neoplasm of brain and nervous system"
"156","191.1",5,0,220445299.57691,0.997681981384528,0,Inf,"Cancer of brain and nervous system"
"157","191.11",96,3,32.2077179206669,3.1766499136326e-09,10.206985307935,101.630115294749,"Brain cancer"
"158","193",35,21,1.68642767141901,0.0583270434790141,0.981747721587757,2.896913563831,"Thyroid cancer"
"159","194",8,0,218725989.605823,0.997069002310516,0,Inf,"Cancer of other endocrine glands"
"160","195",34,5,6.90122490524226,5.51079671000547e-05,2.69902418170725,17.6459720203803,"Cancer, suspected or other"
"161","195.1",36,4,9.15446295114994,2.65674260503234e-05,3.25830537263821,25.7201773129452,"Malignant neoplasm, other"
"162","195.3",0,0,NA,NA,NA,NA,"Malignant neoplasm of head, face, and neck"
"163","196",16,1,16.0837578220189,0.00704174692847166,2.13297843985175,121.279831452649,"Radiotherapy"
"164","197",115,17,6.81899986471249,1.49261974148668e-13,4.09767205581653,11.3476038398303,"Chemotherapy"
"165","198",34,5,6.84860407481375,5.89780485864508e-05,2.67844904827814,17.5113944406401,"Secondary malignant neoplasm"
"166","198.1",32,7,4.63013783255046,0.000239955506459392,2.04361658816773,10.4903123572882,"Secondary malignancy of lymph nodes"
"167","198.2",40,3,13.3876396954769,1.46492402924873e-05,4.1415491993059,43.2758100871886,"Secondary malignancy of lung"
"168","198.3",15,2,7.52564298100277,0.00733663995521495,1.72099486498918,32.9084667419227,"Secondary malignant neoplasm of digestive systems"
"169","198.4",39,4,9.79191859217973,1.38854378513655e-05,3.49921530668222,27.4009060067771,"Secondary malignant neoplasm of liver"
"170","198.5",83,2,41.5973376305425,1.8900003169654e-07,10.232142811423,169.108126209656,"Secondary malignancy of brain/spine"
"171","198.6",60,6,10.0187593459013,7.36419261439105e-08,4.32863318251608,23.1887375526564,"Secondary malignancy of bone"
"172","198.7",5,0,218242146.261084,0.997683214391344,0,Inf,"Secondary malignant neoplasm of skin"
"173","199",32,14,2.33074888046115,0.00828057690052672,1.24367044081414,4.36803044077715,"Neoplasm of uncertain behavior"
"174","199.4",5,2,2.54003017331761,0.265247373868078,0.492737411235132,13.0936948042801,"Neurofibromatosis"
"175","200",22,7,3.18053952209959,0.00767965313430566,1.35848481546306,7.44640759800423,"Myeloproliferative disease"
"176","200.1",9,0,218588528.976763,0.996891271490224,0,Inf,"Polycythemia vera"
"177","201",11,7,1.61025434462721,0.324559379727846,0.624120686119165,4.1545154840385,"Hodgkin's disease"
"178","202",7,1,7.12220003741961,0.0662996341351037,0.876248481019113,57.8896676819613,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",56,5,11.2479745987583,2.15837869959278e-07,4.50581179923743,28.0786100732666,"Non-Hodgkins lymphoma"
"180","202.21",8,3,2.67060159713863,0.146792850495342,0.708501482770706,10.0664756024901,"Nodular lymphoma"
"181","202.22",1,2,0.510512478118182,0.583043015731034,0.0462878543768524,5.63048328385469,"Reticulosarcoma"
"182","202.23",1,0,218126576.781171,0.998963896447764,0,Inf,"Lymphosarcoma"
"183","202.24",8,0,218812307.310625,0.997069097698676,0,Inf,"Large cell lymphoma"
"184","204",20,1,20.5164295563701,0.00319575954310052,2.75316198071371,152.887438040379,"Leukemia"
"185","204.1",3,0,219343813.935861,0.998204889245113,0,Inf,"Lymphoid leukemia"
"186","204.11",14,0,218705290.696877,0.996122724488511,0,Inf,"Lymphoid leukemia, acute"
"187","204.12",6,3,2.02873943362547,0.317164750003138,0.507288689324273,8.11329677984616,"Chronic lymphoid leukemia"
"188","204.2",5,0,221948518.14674,0.997681328792074,0,Inf,"Myeloid leukemia"
"189","204.21",21,2,10.5005702102301,0.00148524118672076,2.46213981405467,44.782986778639,"Myeloid leukemia, acute"
"190","204.22",11,0,219662394.096826,0.996562448753831,0,Inf,"Myeloid leukemia, chronic"
"191","204.3",3,0,218307291.71668,0.998205355881362,0,Inf,"Monocytic leukemia"
"192","204.4",21,1,21.0069742498372,0.00293133339611427,2.8257317788735,156.169446241373,"Multiple myeloma"
"193","208",70,61,1.25736345549454,0.191393565948949,0.891763311564294,1.77285030535727,"Benign neoplasm of colon"
"194","209",1,1,1.07687351967328,0.958239589595208,0.0673326657393639,17.2227931961345,"Neuroendocrine tumors"
"195","210",0,1,4.56766354053887e-09,0.998963666888549,0,Inf,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",9,1,9.70782776151947,0.0311086068150107,1.22919826207421,76.6694216507427,"Benign neoplasm of other parts of digestive system"
"197","212",1,2,0.501482871494758,0.57307170300963,0.0454725850628576,5.53047666093747,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",1,1,1.08631022108484,0.953361350588405,0.0677772153023137,17.4110118152511,"Benign neoplasm of bone and articular cartilage"
"199","214",2,1,2.03002104065257,0.56319016317249,0.184069524207584,22.3882005629824,"Lipoma"
"200","214.1",1,0,218320187.137886,0.998963846326267,0,Inf,"Lipoma of skin & subcutaneous tissue"
"201","215",2,0,218603315.68515,0.998534625918606,0,Inf,"Other benign neoplasm of connective and other soft tissue"
"202","216",91,222,0.421817839598852,4.10464746870211e-12,0.330487937036872,0.538386639461492,"Benign neoplasm of skin"
"203","216.1",108,134,0.825412694041106,0.137919467742904,0.640597565632479,1.06354777482104,"Screening for malignant neoplasms of the skin"
"204","217",0,0,NA,NA,NA,NA,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",2,2,1.05358879905685,0.958385602149883,0.148285940249053,7.48587057973042,"Nevus, non-neoplastic"
"206","218",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"207","218.1",52,57,0.944750563239047,0.767008769158342,0.648693571523364,1.37592488336899,"Uterine leiomyoma"
"208","218.2",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"209","220",1,0,218563290.302273,0.998963775790947,0,Inf,"Benign neoplasm of ovary"
"210","221",0,0,NA,NA,NA,NA,"Benign female genital neoplasms"
"211","222",0,0,NA,NA,NA,NA,"Benign neoplasm of male genital organs"
"212","223",2,1,2.01003964051038,0.568651503181643,0.182261973193031,22.1673193022228,"Benign neoplasm of urinary organs"
"213","224",1,2,0.506358204695977,0.578463928935115,0.045913849312498,5.58434187728058,"Benign neoplasm of eye"
"214","224.1",5,11,0.468697287540757,0.160080371177902,0.162826481655045,1.3491487693842,"Benign neoplasm of eye, uveal"
"215","225",27,4,6.75825314006993,0.000361836557883072,2.36480416586996,19.3140667478749,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",5,0,219535178.365515,0.997682401761967,0,Inf,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,0,NA,NA,NA,NA,"Benign neoplasm of spinal cord, meninges"
"218","226",1,0,219967937.751443,0.99896348542803,0,Inf,"Benign neoplasm of thyroid glands"
"219","227",19,5,3.85543511480721,0.00726171482871432,1.43944305357846,10.3264800142913,"Benign neoplasm of other endocrine glands"
"220","227.1",1,0,226644695.973603,0.998962085841689,0,Inf,"Benign neoplasm of adrenal gland"
"221","227.2",0,0,NA,NA,NA,NA,"Benign neoplasm of parathyroid gland"
"222","227.3",2,2,1.00134200723914,0.998929956723609,0.141051135372356,7.10866887256709,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",7,2,3.62237064849621,0.108481158887861,0.752309960549012,17.4417059499134,"Hemangioma and lymphangioma, any site"
"224","228.1",4,10,0.406346406486776,0.127969780676979,0.127439046962019,1.29565785370261,"Hemangioma of skin & subcutaneous tissue"
"225","229",0,0,NA,NA,NA,NA,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,NA,NA,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",1,1,0.999061349138464,0.999470174606364,0.0624900247059883,15.9725265598546,"Kaposi's sarcoma"
"228","240",12,13,0.93513249833942,0.866954733215628,0.426686067859198,2.04945240850726,"Simple goiter"
"229","241",2,1,2.01638649517031,0.56691208227622,0.182831679801519,22.238019703801,"Nontoxic nodular goiter"
"230","241.1",39,22,1.83307033460751,0.0230827129744609,1.08680405607868,3.09176878097226,"Nontoxic uninodular goiter"
"231","241.2",39,21,1.90153226237054,0.0175865732782326,1.11865774378455,3.23228884341628,"Nontoxic multinodular goiter"
"232","242",40,25,1.64278074856797,0.0515913098954024,0.996579590528257,2.70799102602033,"Thyrotoxicosis"
"233","242.1",24,17,1.428341671852,0.260770878248037,0.767330070554037,2.65877750636816,"Graves' disease"
"234","242.2",2,1,2.03470620795444,0.561929228878651,0.184484082677399,22.4411195405289,"Toxic multinodular goiter"
"235","242.3",3,2,1.50506530572442,0.654258524006351,0.251484868801342,9.00738714536635,"Exophthalmos"
"236","244",820,361,2.37196639888693,1.48414598865026e-42,2.09573339086714,2.68460894022437,"Hypothyroidism"
"237","244.1",44,27,1.65461077172808,0.0394290258362452,1.02467920504334,2.67179893223537,"Iatrogenic hypothyroidism"
"238","244.2",55,27,2.08648951802582,0.00175499149920332,1.31621783662546,3.3075364789107,"Acquired hypothyroidism"
"239","244.3",3,1,3.04007474627604,0.335590951651707,0.316225292235928,29.226170992199,"Iodine hypothyroidism"
"240","244.4",165,63,2.66285397457753,3.77369087547831e-11,1.99194349910856,3.55973514966497,"Hypothyroidism NOS"
"241","244.5",1,0,219671263.182594,0.998963518887665,0,Inf,"Congenital hypothyroidism"
"242","245",3,4,0.77166582252976,0.734343664683016,0.172690000380854,3.44819121169305,"Thyroiditis"
"243","245.1",0,1,4.75419416052289e-09,0.998966169125764,0,Inf,"Thyroiditis, acute and subacute"
"244","245.2",25,12,2.13290622248572,0.0310419889579979,1.07148495485672,4.24577959148913,"Chronic lymphocytic thyroiditis"
"245","245.21",9,6,1.51014307829371,0.434163283954926,0.537510005985228,4.24277146755309,"Chronic lymphocytic thyroiditis"
"246","246",33,10,3.38462663828881,0.000732444641569708,1.66802501155632,6.8678211664978,"Other disorders of thyroid"
"247","246.2",0,2,4.68755596996591e-09,0.998536678154544,0,Inf,"Thyroid cyst"
"248","246.7",3,5,0.612434536473731,0.501987131884742,0.146355491914447,2.56277408219875,"Abnormal thyroid function"
"249","249",15,1,15.3895833588746,0.00812996750342727,2.03246502760342,116.528094084364,"Secondary diabetes mellitus"
"250","250",1,0,217886098.635807,0.998963995691803,0,Inf,"Diabetes mellitus"
"251","250.1",161,46,3.56804497915912,2.79157626763375e-14,2.57102937380785,4.95169176322841,"Type 1 diabetes"
"252","250.11",64,20,3.2381873244112,4.50797927733238e-06,1.95988980875089,5.35022790626192,"Type 1 diabetic ketoacidosis"
"253","250.12",18,4,4.53249326218994,0.0062577546422614,1.53395284217878,13.3925206870232,"Type 1 diabetes nephropathy"
"254","250.13",16,6,2.72002597275346,0.0366295240515389,1.06417462778162,6.95237520168694,"Type 1 diabetic retinopathy"
"255","250.14",37,2,18.8372111035646,5.25680569759971e-05,4.53997005669532,78.1592208162157,"Type 1 diabetic neuropathy"
"256","250.15",5,1,5.09098308957771,0.137387157815988,0.594712879252011,43.5808769619454,"Type 1 diabetic peripheral circulatory disorders"
"257","250.2",1568,512,3.27939254453463,2.33898280108763e-120,2.96794939320956,3.62351712793844,"Type 2 diabetes"
"258","250.21",431,117,3.79293967495844,1.94366051527794e-37,3.09193391866465,4.65287802272536,"Type 2 diabetic ketoacidosis"
"259","250.22",102,23,4.54329105475957,5.5160490462402e-11,2.88970645689417,7.14311087169857,"Type 2 diabetic nephropathy"
"260","250.23",57,23,2.54733581325597,0.00015400450854819,1.56956181818554,4.13422374978376,"Type 2 diabetic retinopathy"
"261","250.24",184,30,6.30080537897888,9.00994338750418e-21,4.28324473690504,9.26870885562693,"Type 2 diabetic neuropathy"
"262","250.25",34,5,6.92236583239657,5.36709073006003e-05,2.70717721308302,17.7007801653885,"Type 2 diabetic peripheral circulatory disorders"
"263","250.3",103,22,4.82083666915272,2.14350727299648e-11,3.0420397239666,7.63976420411224,"Insulin pump user"
"264","250.4",0,0,NA,NA,NA,NA,"Abnormal glucose"
"265","250.41",60,65,0.945673419465136,0.755081591539331,0.665767279036002,1.34325949088063,"Impaired fasting glucose"
"266","250.42",134,52,2.67269650752146,1.79489162376935e-09,1.94016237967524,3.68180864454917,"Other abnormal glucose"
"267","250.5",0,0,NA,NA,NA,NA,"Glycosuria or Acetonuria"
"268","250.6",65,8,8.30672748579052,1.60574521206808e-08,3.9854326063119,17.3134834632272,"Polyneuropathy in diabetes"
"269","250.7",83,34,2.50388001023892,6.57825797806658e-06,1.67982505993411,3.73218334171057,"Diabetic retinopathy"
"270","251",0,0,NA,NA,NA,NA,"Other disorders of pancreatic internal secretion"
"271","251.1",44,6,7.46642094893123,3.85212146663544e-06,3.18159004591803,17.5218808778218,"Hypoglycemia"
