"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"159.4",0,0,0,1,0,Inf,"Malignant neoplasm of retroperitoneum and peritoneum"
"164",0,0,0,1,0,Inf,"Cancer of intrathoracic organs"
"165",0,0,0,1,0,Inf,"Cancer within the respiratory system"
"165.1",0,0,0,1,0,Inf,"Lung cancer"
"170",0,0,0,1,0,Inf,"Cancer of bone & connective tissue"
"170.1",2,3,0.666610435952026,1,0.0556847394162611,5.82074014511762,"Bone cancer"
"170.2",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Cancer of connective tissue"
"172",0,0,0,1,0,Inf,"Skin cancer"
"172.1",0,0,0,1,0,Inf,"Melanoma"
"172.11",0,0,0,1,0,Inf,"Melanomas of skin"
"172.2",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Non-melanoma skin cancer"
"172.21",0,1,0,1,0,39.0005499686929,"Basal cell carcinoma (new)"
"172.22",0,1,0,1,0,39.0005499686929,"Squamous cell carcinoma"
"172.3",0,2,0,0.499972006046694,0,5.32447592819017,"Carcinoma in situ of skin"
"173",22,37,0.593614166714839,0.0669937670701884,0.333260957622974,1.03401993570653,"Skin neoplasm of uncertain behavior"
"174",0,0,0,1,0,Inf,"Breast cancer"
"174.1",0,0,0,1,0,Inf,"Breast cancer, including in situ"
"174.11",0,0,0,1,0,Inf,"Breast cancer"
"174.2",0,0,0,1,0,Inf,"Breast cancer [male]"
"174.3",0,0,0,1,0,Inf,"Neoplasm of uncertain behavior of breast"
"175",7,0,Inf,0.0156066341112089,1.4418856760402,Inf,"Acquired absence of breast"
"180",0,0,0,1,0,Inf,"Cervical cancer and dysplasia"
"180.1",0,0,0,1,0,Inf,"Cervical cancer"
"180.3",0,0,0,1,0,Inf,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"182",0,0,0,1,0,Inf,"Uterine cancer"
"184",0,0,0,1,0,Inf,"Cancer of other female genital organs"
"184.1",0,0,0,1,0,Inf,"Ovarian cancer"
"184.11",0,0,0,1,0,Inf,"Malignant neoplasm of ovary"
"184.2",0,0,0,1,0,Inf,"Cancer of other female genital organs"
"185",0,0,0,1,0,Inf,"Prostate cancer"
"187",0,0,0,1,0,Inf,"Cancer of other male genital organs"
"187.1",0,0,0,1,0,Inf,"Malignant neoplasm of male genital organ"
"187.2",3,4,0.749930488825105,1,0.109841477219387,4.43418783005041,"Malignant neoplasm of testis"
"187.8",0,1,0,1,0,39.0005499686929,"Neoplasm of uncertain behavior of male genital organs"
"189",0,0,0,1,0,Inf,"Cancer of kidney and urinary organs"
"189.1",0,0,0,1,0,Inf,"Cancer of kidney and renal pelvis"
"189.11",1,0,Inf,1,0.0256406640625,Inf,"Renal cell carcinoma"
"189.12",0,0,0,1,0,Inf,"Malignant neoplasm of renal pelvis"
"189.2",0,0,0,1,0,Inf,"Bladder cancer and neoplasms"
"189.21",1,0,Inf,1,0.0256406640625,Inf,"Bladder cancer"
"189.4",0,0,0,1,0,Inf,"Malignant neoplasm of kidney and other urinary organs"
"190",0,1,0,1,0,39.0005499686929,"Cancer of eye"
"191",6,0,Inf,0.0312237600772824,1.17781490471159,Inf,"Malignant neoplasm of brain and nervous system"
"191.1",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Cancer of brain and nervous system"
"191.11",7,2,3.50141522765832,0.179577264552549,0.666468673905402,34.5625237542424,"Brain cancer"
"193",0,4,0,0.124958010245665,0,1.51466397476939,"Thyroid cancer"
"194",3,0,Inf,0.249958009070041,0.413256128693153,Inf,"Cancer of other endocrine glands"
"195",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Cancer, suspected or other"
"195.1",3,1,3.00068628878501,0.62495800554317,0.24087508539211,157.418803539631,"Malignant neoplasm, other"
"195.3",0,0,0,1,0,Inf,"Malignant neoplasm of head, face, and neck"
"196",3,2,1.50012652978023,1,0.171799457640931,17.9582415304969,"Radiotherapy"
"197",16,5,3.20402799206524,0.0265168283362447,1.12086822699462,11.1872151543038,"Chemotherapy"
"198",1,0,Inf,1,0.0256406640625,Inf,"Secondary malignant neoplasm"
"198.1",1,1,1,1,0.0127452857363115,78.4603829752504,"Secondary malignancy of lymph nodes"
"198.2",1,0,Inf,1,0.0256406640625,Inf,"Secondary malignancy of lung"
"198.3",1,0,Inf,1,0.0256406640625,Inf,"Secondary malignant neoplasm of digestive systems"
"198.4",0,0,0,1,0,Inf,"Secondary malignant neoplasm of liver"
"198.5",1,0,Inf,1,0.0256406640625,Inf,"Secondary malignancy of brain/spine"
"198.6",0,0,0,1,0,Inf,"Secondary malignancy of bone"
"198.7",0,0,0,1,0,Inf,"Secondary malignant neoplasm of skin"
"199",18,7,2.57461342740752,0.0431409367235043,1.02541721103303,7.29624075054354,"Neoplasm of uncertain behavior"
"199.4",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Neurofibromatosis"
"200",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Myeloproliferative disease"
"200.1",0,1,0,1,0,39.0005499686929,"Polycythemia vera"
"201",1,4,0.249950153496068,0.374930009238616,0.00507893488554555,2.52627389975785,"Hodgkin's disease"
"202",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Cancer of other lymphoid, histiocytic tissue"
"202.2",2,3,0.666610435952026,1,0.0556847394162611,5.82074014511762,"Non-Hodgkins lymphoma"
"202.21",0,1,0,1,0,39.0005499686929,"Nodular lymphoma"
"202.22",1,0,Inf,1,0.0256406640625,Inf,"Reticulosarcoma"
"202.23",0,0,0,1,0,Inf,"Lymphosarcoma"
"202.24",0,0,0,1,0,Inf,"Large cell lymphoma"
"204",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Leukemia"
"204.1",0,1,0,1,0,39.0005499686929,"Lymphoid leukemia"
"204.11",9,3,3.00202931088721,0.145860760057173,0.748823775273133,17.2431786833335,"Lymphoid leukemia, acute"
"204.12",0,0,0,1,0,Inf,"Chronic lymphoid leukemia"
"204.2",0,1,0,1,0,39.0005499686929,"Myeloid leukemia"
"204.21",4,0,Inf,0.124958010245665,0.660212440948993,Inf,"Myeloid leukemia, acute"
"204.22",1,1,1,1,0.0127452857363115,78.4603829752504,"Myeloid leukemia, chronic"
"204.3",0,0,0,1,0,Inf,"Monocytic leukemia"
"204.4",0,0,0,1,0,Inf,"Multiple myeloma"
"208",4,6,0.666535748389748,0.753837335478961,0.138291237513168,2.81180940356636,"Benign neoplasm of colon"
"209",0,0,0,1,0,Inf,"Neuroendocrine tumors"
"210",1,3,0.33325709785026,0.62495800554317,0.0063524812634486,4.15152940526058,"Benign neoplasm of lip, oral cavity, and pharynx"
"211",1,2,0.49996549661438,1,0.00847878258455915,9.60595914863746,"Benign neoplasm of other parts of digestive system"
"212",1,0,Inf,1,0.0256406640625,Inf,"Benign neoplasm of respiratory and intrathoracic organs"
"213",9,5,1.80073816353645,0.42376540790324,0.541708856635511,6.8427101837214,"Benign neoplasm of bone and articular cartilage"
"214",1,1,1,1,0.0127452857363115,78.4603829752504,"Lipoma"
"214.1",2,3,0.666610435952026,1,0.0556847394162611,5.82074014511762,"Lipoma of skin & subcutaneous tissue"
"215",3,1,3.00068628878501,0.62495800554317,0.24087508539211,157.418803539631,"Other benign neoplasm of connective and other soft tissue"
"216",97,148,0.65164095367807,0.00125263563402559,0.498253411331457,0.849022720219607,"Benign neoplasm of skin"
"216.1",45,18,2.50760508705579,0.000879788093476652,1.42154414422459,4.60596293565003,"Screening for malignant neoplasms of the skin"
"217",1,1,1,1,0.0127452857363115,78.4603829752504,"Vascular hamartomas and non-neoplastic nevi"
"217.1",1,2,0.49996549661438,1,0.00847878258455915,9.60595914863746,"Nevus, non-neoplastic"
"218",0,0,0,1,0,Inf,"Benign neoplasm of uterus"
"218.1",0,0,0,1,0,Inf,"Uterine leiomyoma"
"218.2",0,0,0,1,0,Inf,"Benign neoplasm of uterus"
"220",0,0,0,1,0,Inf,"Benign neoplasm of ovary"
"221",0,0,0,1,0,Inf,"Benign female genital neoplasms"
"222",1,0,Inf,1,0.0256406640625,Inf,"Benign neoplasm of male genital organs"
"223",0,0,0,1,0,Inf,"Benign neoplasm of urinary organs"
"224",0,0,0,1,0,Inf,"Benign neoplasm of eye"
"224.1",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Benign neoplasm of eye, uveal"
"225",2,2,1,1,0.0724921251481829,13.794601799242,"Benign neoplasm of brain and other parts of nervous system"
"225.1",0,1,0,1,0,39.0005499686929,"Benign neoplasm of brain, cranial nerves, meninges"
"225.2",0,0,0,1,0,Inf,"Benign neoplasm of spinal cord, meninges"
"226",0,0,0,1,0,Inf,"Benign neoplasm of thyroid glands"
"227",3,1,3.00068628878501,0.62495800554317,0.24087508539211,157.418803539631,"Benign neoplasm of other endocrine glands"
"227.1",0,0,0,1,0,Inf,"Benign neoplasm of adrenal gland"
"227.2",0,0,0,1,0,Inf,"Benign neoplasm of parathyroid gland"
"227.3",0,0,0,1,0,Inf,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"228",0,2,0,0.499972006046694,0,5.32447592819017,"Hemangioma and lymphangioma, any site"
"228.1",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Hemangioma of skin & subcutaneous tissue"
"229",0,0,0,1,0,Inf,"Benign neoplasm of unspecified sites"
"229.1",0,0,0,1,0,Inf,"Benign neoplasm of lymph nodes"
"230",0,0,0,1,0,Inf,"Kaposi's sarcoma"
"240",1,4,0.249950153496068,0.374930009238616,0.00507893488554555,2.52627389975785,"Simple goiter"
"241",0,0,0,1,0,Inf,"Nontoxic nodular goiter"
"241.1",3,6,0.499853485467859,0.50770224602956,0.0808611789916444,2.34139099860172,"Nontoxic uninodular goiter"
"241.2",4,0,Inf,0.124958010245665,0.660212440948993,Inf,"Nontoxic multinodular goiter"
"242",7,5,1.40028169687882,0.774338250157202,0.382403952710978,5.59686310774272,"Thyrotoxicosis"
"242.1",3,5,0.599886066668028,0.7265012477942,0.093110890156109,3.0842194778551,"Graves' disease"
"242.2",0,0,0,1,0,Inf,"Toxic multinodular goiter"
"242.3",0,2,0,0.499972006046694,0,5.32447592819017,"Exophthalmos"
"244",95,20,4.78972681383442,6.0238019360026e-13,2.93154120608389,8.20045515164427,"Hypothyroidism"
"244.1",3,5,0.599886066668028,0.7265012477942,0.093110890156109,3.0842194778551,"Iatrogenic hypothyroidism"
"244.2",12,3,4.00348646779738,0.0350816427698026,1.07998472847209,22.1151559599734,"Acquired hypothyroidism"
"244.3",0,0,0,1,0,Inf,"Iodine hypothyroidism"
"244.4",11,5,2.20137667552688,0.209908234803644,0.704782305982926,8.08527175532503,"Hypothyroidism NOS"
"244.5",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Congenital hypothyroidism"
"245",0,0,0,1,0,Inf,"Thyroiditis"
"245.1",0,0,0,1,0,Inf,"Thyroiditis, acute and subacute"
"245.2",7,7,1,1,0.299175526418503,3.34251939646008,"Chronic lymphocytic thyroiditis"
"245.21",3,1,3.00068628878501,0.62495800554317,0.24087508539211,157.418803539631,"Chronic lymphocytic thyroiditis"
"246",5,1,5.00167548478987,0.218671262598149,0.559564807755937,236.359703704912,"Other disorders of thyroid"
"246.2",0,0,0,1,0,Inf,"Thyroid cyst"
"246.7",8,6,1.33360639071088,0.79044520681022,0.40559540114624,4.66452752909582,"Abnormal thyroid function"
"249",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Secondary diabetes mellitus"
"250",0,1,0,1,0,39.0005499686929,"Diabetes mellitus"
"250.1",33,41,0.804165807597458,0.415014207091136,0.492161926595179,1.30490263212638,"Type 1 diabetes"
"250.11",31,30,1.03345562560548,1,0.60455139817776,1.76895642556571,"Type 1 diabetic ketoacidosis"
"250.12",3,1,3.00068628878501,0.62495800554317,0.24087508539211,157.418803539631,"Type 1 diabetes nephropathy"
"250.13",3,0,Inf,0.249958009070041,0.413256128693153,Inf,"Type 1 diabetic retinopathy"
"250.14",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Type 1 diabetic neuropathy"
"250.15",1,0,Inf,1,0.0256406640625,Inf,"Type 1 diabetic peripheral circulatory disorders"
"250.2",50,27,1.85657374560119,0.0114947038318536,1.13917264738892,3.08697611275356,"Type 2 diabetes"
"250.21",19,9,2.11338420875236,0.0869122210721953,0.91055432838918,5.30684745945835,"Type 2 diabetic ketoacidosis"
"250.22",0,1,0,1,0,39.0005499686929,"Type 2 diabetic nephropathy"
"250.23",1,0,Inf,1,0.0256406640625,Inf,"Type 2 diabetic retinopathy"
"250.24",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Type 2 diabetic neuropathy"
"250.25",0,0,0,1,0,Inf,"Type 2 diabetic peripheral circulatory disorders"
"250.3",24,18,1.33420561501681,0.440258025043635,0.693706067277542,2.61112971174546,"Insulin pump user"
"250.4",0,0,0,1,0,Inf,"Abnormal glucose"
"250.41",8,3,2.66817069605242,0.226418131931026,0.640115551352208,15.6198237302614,"Impaired fasting glucose"
"250.42",26,7,3.72165554911988,0.00130573781564217,1.57230950640998,10.1618837280527,"Other abnormal glucose"
"250.5",0,0,0,1,0,Inf,"Glycosuria or Acetonuria"
"250.6",1,0,Inf,1,0.0256406640625,Inf,"Polyneuropathy in diabetes"
"250.7",4,0,Inf,0.124958010245665,0.660212440948993,Inf,"Diabetic retinopathy"
"251",0,1,0,1,0,39.0005499686929,"Other disorders of pancreatic internal secretion"
"251.1",8,3,2.66817069605242,0.226418131931026,0.640115551352208,15.6198237302614,"Hypoglycemia"
"251.8",2,2,1,1,0.0724921251481829,13.794601799242,"Other specified disorders of pancreatic internal secretion"
"252",0,0,0,1,0,Inf,"Disorders of parathyroid gland"
"252.1",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Hyperparathyroidism"
"252.2",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Hypoparathyroidism"
"253",6,0,Inf,0.0312237600772824,1.17781490471159,Inf,"Disorders of the pituitary gland and its hypothalamic control"
"253.1",7,4,1.75052391042117,0.548701781711428,0.444839818429599,8.15765852533925,"Pituitary hyperfunction"
"253.11",0,0,0,1,0,Inf,"Acromegaly and gigantism"
"253.2",22,12,1.83531922359903,0.121095571025025,0.869085083888181,4.07127767446113,"Pituitary hypofunction"
"253.3",5,0,Inf,0.0624650104974269,0.91655233335811,Inf,"Posterior pituitary disorders"
"253.4",0,0,0,1,0,Inf,"Anterior pituitary disorders"
"253.7",0,0,0,1,0,Inf,"Other disorders of neurohypophysis"
"254",0,0,0,1,0,Inf,"Diseases of thymus gland"
"255",0,0,0,1,0,Inf,"Disorders of adrenal glands"
"255.1",1,0,Inf,1,0.0256406640625,Inf,"Adrenal hyperfunction"
"255.11",1,0,Inf,1,0.0256406640625,Inf,"Cushing's syndrome"
"255.12",1,0,Inf,1,0.0256406640625,Inf,"Hyperaldosteronism"
"255.13",0,0,0,1,0,Inf,"Medulloadrenal hyperfunction"
"255.2",7,0,Inf,0.0156066341112089,1.4418856760402,Inf,"Adrenal hypofunction"
"255.21",0,0,0,1,0,Inf,"Glucocorticoid deficiency"
"255.3",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Adrenogenital disorders"
"255.9",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Other disorders of adrenal glands"
"256",1,0,Inf,1,0.0256406640625,Inf,"Ovarian dysfunction"
"256.1",0,0,0,1,0,Inf,"Hyperestrogenism"
"256.4",0,0,0,1,0,Inf,"Polycystic ovaries"
"257",5,0,Inf,0.0624650104974269,0.91655233335811,Inf,"Testicular dysfunction"
"257.1",26,5,5.21168377274216,0.000189901714449282,1.96829712210108,17.3888010507777,"Testicular hypofunction"
"258",1,0,Inf,1,0.0256406640625,Inf,"Iatrogenic endocrine disorders"
"258.1",0,0,0,1,0,Inf,"Postablative ovarian failure"
"259",22,5,4.40783851362297,0.00150189548819872,1.62783404947088,14.9074937022163,"Other endocrine disorders"
"259.1",2,0,Inf,0.499972006046694,0.187811911160223,Inf,"Nonspecific abnormal results of other endocrine function study"
"259.2",0,0,0,1,0,Inf,"Carcinoid syndrome"
"259.3",1,0,Inf,1,0.0256406640625,Inf,"Delay in sexual development and puberty NEC"
"259.4",0,0,0,1,0,Inf,"Precocious sexual development and puberty NEC"
"259.8",1,0,Inf,1,0.0256406640625,Inf,"Polyglandular dysfunction and related disorders"
"260",36,6,6.01961621453177,2.75985870766431e-06,2.51048759082388,17.4859180522554,"Protein-calorie malnutrition"
"260.1",0,0,0,1,0,Inf,"Cachexia"
"260.2",10,0,Inf,0.0019482080443309,2.24308074164337,Inf,"severe protein-calorie malnutrition"
"260.21",0,0,0,1,0,Inf,"Kwashiorkor"
"260.22",0,0,0,1,0,Inf,"Nutritional marasmus"
"260.3",0,0,0,1,0,Inf,"Adult failure to thrive"
"260.5",9,3,3.00202931088721,0.145860760057173,0.748823775273133,17.2431786833335,"Abnormal loss of weight and underweight"
"260.6",12,1,12.0176122529989,0.00340731683867429,1.77675108740418,512.492965011688,"Anorexia"
"260.7",1,0,Inf,1,0.0256406640625,Inf,"Polyphagia"
"261",2,1,2.00013802306701,1,0.104102045878661,117.94146034846,"Vitamin deficiency"
"261.1",0,0,0,1,0,Inf,"Vitamin A deficiency"
"261.2",9,3,3.00202931088721,0.145860760057173,0.748823775273133,17.2431786833335,"Vitamin B-complex deficiencies"
"261.3",0,0,0,1,0,Inf,"Vitamin C deficiencies"
"261.4",83,40,2.08499029039693,0.000125169361663533,1.41152678591865,3.12502604700052,"Vitamin D deficiency"
"261.41",0,0,0,1,0,Inf,"Rickets or osteomalacia"
"262",0,0,0,1,0,Inf,"Mineral deficiency NEC"
"263",15,1,15.0249205417074,0.000516138086364611,2.31030502032431,630.75484174354,"Other nutritional deficiency"
"264",46,35,1.31588862686878,0.265324200842569,0.828553486272315,2.10650039157525,"Lack of normal physiological development"
"264.1",0,0,0,1,0,Inf,"Short stature"
"264.2",9,4,2.25130181820318,0.26666973975976,0.628014456132322,10.0082874111389,"Failure to thrive"
