"","Phecode","No. Cases with P","No. Controls with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"70","110.2",2,3,0.649886364308191,0.636867451231669,0.108589552476452,3.88943758291394,"Dermatomycoses"
"71","1100",0,0,NA,NA,NA,NA,"x"
"72","112",12,5,2.34420123525527,0.109489937072816,0.825844387686436,6.65413425738363,"Candidiasis"
"73","112.3",1,0,212626544.537485,0.998965462878877,0,Inf,"Candidiasis of skin and nails"
"74","117",1,1,0.991089880451841,0.994950558131348,0.0619897980720631,15.8454968669549,"Mycoses"
"75","117.1",0,0,NA,NA,NA,NA,"Histoplasmosis"
"76","117.2",0,0,NA,NA,NA,NA,"Coccidioidomycosis"
"77","117.3",0,0,NA,NA,NA,NA,"Blastomycotic infection"
"78","117.4",2,0,217025594.800135,0.998535132154085,0,Inf,"Aspergillosis"
"79","130",0,0,NA,NA,NA,NA,"Spirochetal infection"
"80","130.1",16,2,7.91723202089538,0.00580304183815906,1.82040849980996,34.4332400553144,"Lyme disease"
"81","131",0,0,NA,NA,NA,NA,"Protozoan infection"
"82","132",1,0,211916276.446519,0.998965668421177,0,Inf,"Infestation"
"83","132.1",1,0,212120680.024041,0.998965614442121,0,Inf,"Pediculosis & phthirus infestation"
"84","133",2,0,212915232.032236,0.998536771201575,0,Inf,"Arthropod-borne diseases"
"85","134",0,0,NA,NA,NA,NA,"Helminthiases"
"86","134.1",0,0,NA,NA,NA,NA,"Intestinal helminthiases"
"87","136",5,0,213291201.69079,0.997686228480528,0,Inf,"Other infectious diseases"
"88","145",0,0,NA,NA,NA,NA,"Cancer of mouth"
"89","145.1",0,0,NA,NA,NA,NA,"Cancer of lip"
"90","145.2",0,0,NA,NA,NA,NA,"Cancer of tongue"
"91","145.3",0,0,NA,NA,NA,NA,"Cancer of major salivary glands"
"92","145.4",0,0,NA,NA,NA,NA,"Cancer of the gums"
"93","145.5",0,0,NA,NA,NA,NA,"Cancer of the mouth floor"
"94","149",0,0,NA,NA,NA,NA,"Cancer of the upper aerodigestive tract"
"95","149.1",0,0,NA,NA,NA,NA,"Cancer of oropharynx"
"96","149.2",0,0,NA,NA,NA,NA,"Cancer of nasopharynx"
"97","149.3",0,0,NA,NA,NA,NA,"Cancer of hypopharynx"
"98","149.4",0,0,NA,NA,NA,NA,"Cancer of larynx"
"99","149.5",0,0,NA,NA,NA,NA,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",0,0,NA,NA,NA,NA,"Cancer of of nasal cavities"
"101","150",0,0,NA,NA,NA,NA,"Esophageal cancer"
"102","151",0,0,NA,NA,NA,NA,"Stomach cancer"
"103","153",0,0,NA,NA,NA,NA,"Colorectal cancer"
"104","153.2",0,0,NA,NA,NA,NA,"Colon cancer"
"105","153.3",0,0,NA,NA,NA,NA,"Cancer of the lower GI tract"
"106","155",0,0,NA,NA,NA,NA,"Hepatic cancer"
"107","155.1",0,0,NA,NA,NA,NA,"Hepatic cancer, primary"
"108","157",0,0,NA,NA,NA,NA,"Pancreatic cancer"
"109","158",1,0,218630743.872609,0.998963798040836,0,Inf,"Neoplasm of unspecified nature of digestive system"
"110","159",0,0,NA,NA,NA,NA,"Cancer of the digestive organs and peritoneum"
"111","159.2",0,0,NA,NA,NA,NA,"Malignant neoplasm of small intestine"
"112","159.3",0,0,NA,NA,NA,NA,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",0,0,NA,NA,NA,NA,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",0,0,NA,NA,NA,NA,"Cancer of intrathoracic organs"
"115","165",0,0,NA,NA,NA,NA,"Cancer within the respiratory system"
"116","165.1",0,0,NA,NA,NA,NA,"Lung cancer"
"117","170",0,0,NA,NA,NA,NA,"Cancer of bone & connective tissue"
"118","170.1",1,2,0.489336083057619,0.559525479307729,0.0443698193447893,5.39668192744836,"Bone cancer"
"119","170.2",0,3,4.47773158726774e-09,0.998203424220567,0,Inf,"Cancer of connective tissue"
"120","172",0,0,NA,NA,NA,NA,"Skin cancer"
"121","172.1",0,1,4.40989665374578e-09,0.998962059098121,0,Inf,"Melanoma"
"122","172.11",1,0,216559397.610959,0.998964332577859,0,Inf,"Melanomas of skin"
"123","172.2",0,0,NA,NA,NA,NA,"Non-melanoma skin cancer"
"124","172.21",0,0,NA,NA,NA,NA,"Basal cell carcinoma (new)"
"125","172.22",0,0,NA,NA,NA,NA,"Squamous cell carcinoma"
"126","172.3",0,0,NA,NA,NA,NA,"Carcinoma in situ of skin"
"127","173",2,7,0.276288233652345,0.108648081633975,0.0573954939216576,1.32998573300766,"Skin neoplasm of uncertain behavior"
"128","174",0,0,NA,NA,NA,NA,"Breast cancer"
"129","174.1",0,0,NA,NA,NA,NA,"Breast cancer, including in situ"
"130","174.11",0,0,NA,NA,NA,NA,"Breast cancer"
"131","174.2",0,0,NA,NA,NA,NA,"Breast cancer [male]"
"132","174.3",0,0,NA,NA,NA,NA,"Neoplasm of uncertain behavior of breast"
"133","175",7,0,214108298.268523,0.997261747931381,0,Inf,"Acquired absence of breast"
"134","180",0,0,NA,NA,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",1,0,211395055.135073,0.998965817470401,0,Inf,"Cervical cancer"
"136","180.3",5,5,0.975237448153751,0.968376853607837,0.282317863721266,3.36885547285259,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",0,0,NA,NA,NA,NA,"Uterine cancer"
"138","184",0,0,NA,NA,NA,NA,"Cancer of other female genital organs"
"139","184.1",0,0,NA,NA,NA,NA,"Ovarian cancer"
"140","184.11",4,0,217334238.341264,0.997928267410159,0,Inf,"Malignant neoplasm of ovary"
"141","184.2",0,0,NA,NA,NA,NA,"Cancer of other female genital organs"
"142","185",0,0,NA,NA,NA,NA,"Prostate cancer"
"143","187",0,0,NA,NA,NA,NA,"Cancer of other male genital organs"
"144","187.1",0,0,NA,NA,NA,NA,"Malignant neoplasm of male genital organ"
"145","187.2",3,2,1.47986857303104,0.667664545333131,0.247270235515574,8.85675135496445,"Malignant neoplasm of testis"
"146","187.8",0,0,NA,NA,NA,NA,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,0,NA,NA,NA,NA,"Cancer of kidney and urinary organs"
"148","189.1",2,0,216314010.004801,0.998535465339357,0,Inf,"Cancer of kidney and renal pelvis"
"149","189.11",0,0,NA,NA,NA,NA,"Renal cell carcinoma"
"150","189.12",0,0,NA,NA,NA,NA,"Malignant neoplasm of renal pelvis"
"151","189.2",0,0,NA,NA,NA,NA,"Bladder cancer and neoplasms"
"152","189.21",0,0,NA,NA,NA,NA,"Bladder cancer"
"153","189.4",0,0,NA,NA,NA,NA,"Malignant neoplasm of kidney and other urinary organs"
"154","190",0,0,NA,NA,NA,NA,"Cancer of eye"
"155","191",5,1,4.91968692604155,0.145835475634387,0.574745440255333,42.1113727139997,"Malignant neoplasm of brain and nervous system"
"156","191.1",0,0,NA,NA,NA,NA,"Cancer of brain and nervous system"
"157","191.11",13,1,12.9216186032984,0.0136703678125241,1.69036342299864,98.7765264305788,"Brain cancer"
"158","193",2,4,0.495875405523193,0.417979823559495,0.0908239040854458,2.7073535351603,"Thyroid cancer"
"159","194",0,0,NA,NA,NA,NA,"Cancer of other endocrine glands"
"160","195",1,1,0.984439264782881,0.991152018551526,0.0615742895133912,15.739047477527,"Cancer, suspected or other"
"161","195.1",4,1,3.96353788619687,0.218045899393461,0.443000912778021,35.4618514819849,"Malignant neoplasm, other"
"162","195.3",0,0,NA,NA,NA,NA,"Malignant neoplasm of head, face, and neck"
"163","196",1,0,212446213.618313,0.998965524152494,0,Inf,"Radiotherapy"
"164","197",14,2,6.96034318452833,0.0102678745974736,1.58190793049182,30.625282491218,"Chemotherapy"
"165","198",0,1,4.47357159565551e-09,0.998962690327917,0,Inf,"Secondary malignant neoplasm"
"166","198.1",0,0,NA,NA,NA,NA,"Secondary malignancy of lymph nodes"
"167","198.2",1,0,216884165.226755,0.998964256474324,0,Inf,"Secondary malignancy of lung"
"168","198.3",0,0,NA,NA,NA,NA,"Secondary malignant neoplasm of digestive systems"
"169","198.4",0,0,NA,NA,NA,NA,"Secondary malignant neoplasm of liver"
"170","198.5",1,0,215688234.006815,0.998964549094252,0,Inf,"Secondary malignancy of brain/spine"
"171","198.6",0,0,NA,NA,NA,NA,"Secondary malignancy of bone"
"172","198.7",0,0,NA,NA,NA,NA,"Secondary malignant neoplasm of skin"
"173","199",2,1,1.95497866413173,0.584133991899755,0.177266080621482,21.5604788226311,"Neoplasm of uncertain behavior"
"174","199.4",3,1,2.98378793574056,0.343775354978274,0.310372753224715,28.6848325214455,"Neurofibromatosis"
"175","200",2,0,218233495.993495,0.998534732132908,0,Inf,"Myeloproliferative disease"
"176","200.1",0,0,NA,NA,NA,NA,"Polycythemia vera"
"177","201",1,4,0.249063681297513,0.213759089570272,0.0278379886590287,2.22834767630922,"Hodgkin's disease"
"178","202",1,0,214079224.166943,0.998965021198168,0,Inf,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",2,2,0.9886026278666,0.990854383311036,0.139252347602816,7.01844652998138,"Non-Hodgkins lymphoma"
"180","202.21",0,0,NA,NA,NA,NA,"Nodular lymphoma"
"181","202.22",1,0,217171318.000973,0.998964139319846,0,Inf,"Reticulosarcoma"
"182","202.23",0,0,NA,NA,NA,NA,"Lymphosarcoma"
"183","202.24",0,0,NA,NA,NA,NA,"Large cell lymphoma"
"184","204",4,0,218103676.860051,0.997927851829523,0,Inf,"Leukemia"
"185","204.1",2,0,213383169.944648,0.998536616819259,0,Inf,"Lymphoid leukemia"
"186","204.11",9,2,4.48324346777094,0.0549542169955475,0.968664321446325,20.7496772063412,"Lymphoid leukemia, acute"
"187","204.12",0,0,NA,NA,NA,NA,"Chronic lymphoid leukemia"
"188","204.2",0,0,NA,NA,NA,NA,"Myeloid leukemia"
"189","204.21",3,0,215482515.91407,0.998206633105019,0,Inf,"Myeloid leukemia, acute"
"190","204.22",1,1,0.991679773534359,0.995286206430162,0.0620283625827927,15.854501590696,"Myeloid leukemia, chronic"
"191","204.3",0,0,NA,NA,NA,NA,"Monocytic leukemia"
"192","204.4",0,0,NA,NA,NA,NA,"Multiple myeloma"
"193","208",3,2,1.4612596455306,0.677776833623862,0.244166414815864,8.74518206472633,"Benign neoplasm of colon"
"194","209",0,0,NA,NA,NA,NA,"Neuroendocrine tumors"
"195","210",1,0,212296932.811044,0.998965536756232,0,Inf,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",2,0,215852887.043785,0.998535588069939,0,Inf,"Benign neoplasm of other parts of digestive system"
"197","212",0,0,NA,NA,NA,NA,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",0,0,NA,NA,NA,NA,"Benign neoplasm of bone and articular cartilage"
"199","214",0,0,NA,NA,NA,NA,"Lipoma"
"200","214.1",1,1,0.967649876332883,0.981448322798177,0.0605253728542475,15.4703100371125,"Lipoma of skin & subcutaneous tissue"
"201","215",1,0,213249317.819253,0.998965225717008,0,Inf,"Other benign neoplasm of connective and other soft tissue"
"202","216",35,36,0.940660432130215,0.796648230547033,0.59069586490092,1.49796553717846,"Benign neoplasm of skin"
"203","216.1",18,8,2.19558907705307,0.064197459466691,0.954675551195347,5.04947611703148,"Screening for malignant neoplasms of the skin"
"204","217",0,1,4.57094181280197e-09,0.998963723743393,0,Inf,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",0,0,NA,NA,NA,NA,"Nevus, non-neoplastic"
"206","218",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"207","218.1",3,1,2.90337320708478,0.355969077703643,0.30200896989637,27.9116742211672,"Uterine leiomyoma"
"208","218.2",0,0,NA,NA,NA,NA,"Benign neoplasm of uterus"
"209","220",3,0,215917692.204927,0.998206425249399,0,Inf,"Benign neoplasm of ovary"
"210","221",0,0,NA,NA,NA,NA,"Benign female genital neoplasms"
"211","222",0,0,NA,NA,NA,NA,"Benign neoplasm of male genital organs"
"212","223",0,0,NA,NA,NA,NA,"Benign neoplasm of urinary organs"
"213","224",0,0,NA,NA,NA,NA,"Benign neoplasm of eye"
"214","224.1",0,0,NA,NA,NA,NA,"Benign neoplasm of eye, uveal"
"215","225",0,0,NA,NA,NA,NA,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",1,0,218630743.644609,0.998963798079984,0,Inf,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,0,NA,NA,NA,NA,"Benign neoplasm of spinal cord, meninges"
"218","226",0,1,4.48891165209243e-09,0.998962866580951,0,Inf,"Benign neoplasm of thyroid glands"
"219","227",1,1,0.967023822541491,0.981083286103691,0.0604861935614017,15.4603062005128,"Benign neoplasm of other endocrine glands"
"220","227.1",0,0,NA,NA,NA,NA,"Benign neoplasm of adrenal gland"
"221","227.2",0,0,NA,NA,NA,NA,"Benign neoplasm of parathyroid gland"
"222","227.3",1,0,214171885.791318,0.998964957312444,0,Inf,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",2,1,1.95221622207197,0.584927475968708,0.177015370183678,21.5300410002044,"Hemangioma and lymphangioma, any site"
"224","228.1",1,0,215537563.093623,0.998964563861442,0,Inf,"Hemangioma of skin & subcutaneous tissue"
"225","229",0,0,NA,NA,NA,NA,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,NA,NA,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",0,0,NA,NA,NA,NA,"Kaposi's sarcoma"
"228","240",2,2,0.986517171486758,0.989169587214288,0.138959823972356,7.00357917718607,"Simple goiter"
"229","241",2,1,1.9676825893104,0.580507326681272,0.178417212148719,21.7006796914188,"Nontoxic nodular goiter"
"230","241.1",4,1,3.91066899747127,0.222567676623646,0.437090864864151,34.9889078842591,"Nontoxic uninodular goiter"
"231","241.2",2,1,1.95337773352644,0.584593575629168,0.177120864499655,21.5428294154713,"Nontoxic multinodular goiter"
"232","242",9,1,8.90391622639132,0.0380538866332305,1.12805393218723,70.2800831631123,"Thyrotoxicosis"
"233","242.1",5,4,1.23006525229846,0.757570757335265,0.330305013583877,4.58079793732184,"Graves' disease"
"234","242.2",0,0,NA,NA,NA,NA,"Toxic multinodular goiter"
"235","242.3",0,0,NA,NA,NA,NA,"Exophthalmos"
"236","244",120,20,5.95114764333049,1.52789437857257e-13,3.7069362027303,9.55402422265392,"Hypothyroidism"
"237","244.1",4,3,1.31266513596408,0.721686707892295,0.293785655352533,5.86512556955155,"Iatrogenic hypothyroidism"
"238","244.2",12,2,5.87406703198292,0.0204413595500222,1.314651509937,26.2462433849729,"Acquired hypothyroidism"
"239","244.3",0,0,NA,NA,NA,NA,"Iodine hypothyroidism"
"240","244.4",39,3,12.8942810197714,1.97785590059778e-05,3.98476409717767,41.724548545947,"Hypothyroidism NOS"
"241","244.5",1,0,209474105.911007,0.998966464251899,0,Inf,"Congenital hypothyroidism"
"242","245",0,0,NA,NA,NA,NA,"Thyroiditis"
"243","245.1",0,0,NA,NA,NA,NA,"Thyroiditis, acute and subacute"
"244","245.2",11,3,3.61771530982815,0.0483661971964506,1.00927408097157,12.9676014768615,"Chronic lymphocytic thyroiditis"
"245","245.21",4,1,3.92509272328273,0.221319100334046,0.438707993724657,35.1175567957314,"Chronic lymphocytic thyroiditis"
"246","246",5,1,4.89214515357851,0.147254342035797,0.571547355942927,41.8741928465357,"Other disorders of thyroid"
"247","246.2",0,0,NA,NA,NA,NA,"Thyroid cyst"
"248","246.7",5,0,213015516.478918,0.99768643792953,0,Inf,"Abnormal thyroid function"
"249","249",1,0,215419716.173511,0.998964648485482,0,Inf,"Secondary diabetes mellitus"
"250","250",0,1,4.5140665297969e-09,0.99896312816899,0,Inf,"Diabetes mellitus"
"251","250.1",60,44,1.34945786748881,0.131049763597022,0.914557721073727,1.99116632462462,"Type 1 diabetes"
"252","250.11",41,16,2.52674945793525,0.00166348957071217,1.41790985681047,4.50272828876279,"Type 1 diabetic ketoacidosis"
"253","250.12",6,0,213893417.705637,0.997464988815394,0,Inf,"Type 1 diabetes nephropathy"
"254","250.13",3,0,216033825.094982,0.998206367546845,0,Inf,"Type 1 diabetic retinopathy"
"255","250.14",5,0,214183189.182222,0.997685554074257,0,Inf,"Type 1 diabetic neuropathy"
"256","250.15",0,0,NA,NA,NA,NA,"Type 1 diabetic peripheral circulatory disorders"
"257","250.2",99,20,4.91227855720884,8.42914385875402e-11,3.03812190742382,7.94256496576044,"Type 2 diabetes"
"258","250.21",23,3,7.52829057872834,0.00100716733824719,2.26038921943072,25.0731858701943,"Type 2 diabetic ketoacidosis"
"259","250.22",2,0,215552137.952198,0.99853575342341,0,Inf,"Type 2 diabetic nephropathy"
"260","250.23",2,0,213128996.398071,0.99853673469428,0,Inf,"Type 2 diabetic retinopathy"
"261","250.24",5,1,4.85997437951368,0.148947191143187,0.567776106487181,41.5997621239503,"Type 2 diabetic neuropathy"
"262","250.25",0,0,NA,NA,NA,NA,"Type 2 diabetic peripheral circulatory disorders"
"263","250.3",39,3,12.7789076838171,2.11520324217424e-05,3.94910419109818,41.3512720073633,"Insulin pump user"
"264","250.4",0,0,NA,NA,NA,NA,"Abnormal glucose"
"265","250.41",7,0,213217430.820429,0.997262339076735,0,Inf,"Impaired fasting glucose"
"266","250.42",15,2,7.41325285825606,0.00778694152261352,1.69528817159849,32.417095135291,"Other abnormal glucose"
"267","250.5",0,1,4.56726233576839e-09,0.998963688960564,0,Inf,"Glycosuria or Acetonuria"
"268","250.6",5,0,213014614.469998,0.997686461776462,0,Inf,"Polyneuropathy in diabetes"
"269","250.7",3,0,212696922.784708,0.9982080944441,0,Inf,"Diabetic retinopathy"
"270","251",0,0,NA,NA,NA,NA,"Other disorders of pancreatic internal secretion"
"271","251.1",12,1,11.8170149794436,0.0176612793138881,1.53654044204832,90.8806818245806,"Hypoglycemia"
"272","251.8",0,0,NA,NA,NA,NA,"Other specified disorders of pancreatic internal secretion"
"273","252",0,0,NA,NA,NA,NA,"Disorders of parathyroid gland"
"274","252.1",1,0,217584940.499446,0.998964009214609,0,Inf,"Hyperparathyroidism"
"275","252.2",0,0,NA,NA,NA,NA,"Hypoparathyroidism"
"276","253",0,0,NA,NA,NA,NA,"Disorders of the pituitary gland and its hypothalamic control"
"277","253.1",4,1,3.95654096601499,0.218638837758603,0.442215002022733,35.399559816268,"Pituitary hyperfunction"
"278","253.11",0,0,NA,NA,NA,NA,"Acromegaly and gigantism"
"279","253.2",13,2,6.44246422246942,0.0141819086668915,1.45383243058922,28.5489196584898,"Pituitary hypofunction"
"280","253.3",5,1,4.99050454594299,0.142247266922803,0.583041874605946,42.7158609146385,"Posterior pituitary disorders"
"281","253.4",1,0,217822795.671778,0.998963947622575,0,Inf,"Anterior pituitary disorders"
"282","253.7",0,0,NA,NA,NA,NA,"Other disorders of neurohypophysis"
"283","254",0,0,NA,NA,NA,NA,"Diseases of thymus gland"
"284","255",0,0,NA,NA,NA,NA,"Disorders of adrenal glands"
"285","255.1",0,0,NA,NA,NA,NA,"Adrenal hyperfunction"
"286","255.11",0,0,NA,NA,NA,NA,"Cushing's syndrome"
"287","255.12",0,0,NA,NA,NA,NA,"Hyperaldosteronism"
"288","255.13",0,0,NA,NA,NA,NA,"Medulloadrenal hyperfunction"
"289","255.2",7,0,216220396.262082,0.997260085975117,0,Inf,"Adrenal hypofunction"
"290","255.21",1,0,217997817.826413,0.998963918803604,0,Inf,"Glucocorticoid deficiency"
"291","255.3",0,1,4.55563816571048e-09,0.998963536634554,0,Inf,"Adrenogenital disorders"
"292","255.9",1,0,211444584.300979,0.998965815932457,0,Inf,"Other disorders of adrenal glands"
"293","256",1,0,216518572.81263,0.998964346351915,0,Inf,"Ovarian dysfunction"
"294","256.1",0,0,NA,NA,NA,NA,"Hyperestrogenism"
"295","256.4",35,16,2.14939846504736,0.0112272833853745,1.18969997256946,3.88325953439341,"Polycystic ovaries"
"296","257",1,0,215122613.193615,0.998964708464244,0,Inf,"Testicular dysfunction"
"297","257.1",9,2,4.42569938644908,0.0570783422405521,0.956229329315046,20.4833866299059,"Testicular hypofunction"
"298","258",1,0,218488587.67548,0.998963827902817,0,Inf,"Iatrogenic endocrine disorders"
"299","258.1",0,0,NA,NA,NA,NA,"Postablative ovarian failure"
"300","259",8,3,2.63398674682075,0.152557542686512,0.698783840269683,9.92851549021196,"Other endocrine disorders"
"301","259.1",1,0,216538035.348146,0.998964322176062,0,Inf,"Nonspecific abnormal results of other endocrine function study"
"302","259.2",0,0,NA,NA,NA,NA,"Carcinoid syndrome"
"303","259.3",0,1,4.41824815198497e-09,0.998962169169958,0,Inf,"Delay in sexual development and puberty NEC"
"304","259.4",0,0,NA,NA,NA,NA,"Precocious sexual development and puberty NEC"
"305","259.8",1,0,218124431.891656,0.998963896969207,0,Inf,"Polyglandular dysfunction and related disorders"
"306","260",21,4,5.2054590791426,0.00249504895003814,1.7868452758283,15.164605795019,"Protein-calorie malnutrition"
"307","260.1",0,0,NA,NA,NA,NA,"Cachexia"
"308","260.2",4,0,215226991.642389,0.997929456431764,0,Inf,"severe protein-calorie malnutrition"
"309","260.21",0,0,NA,NA,NA,NA,"Kwashiorkor"
"310","260.22",0,0,NA,NA,NA,NA,"Nutritional marasmus"
"311","260.3",0,0,NA,NA,NA,NA,"Adult failure to thrive"
"312","260.5",3,0,214896386.952375,0.998206942302245,0,Inf,"Abnormal loss of weight and underweight"
"313","260.6",19,0,215263110.372324,0.995487185722152,0,Inf,"Anorexia"
"314","260.7",4,0,216393887.819779,0.997928751930199,0,Inf,"Polyphagia"
